# code	word	v1_freq	reason
bingyaozhiben	秉要执本	2367	成语
boluanzhubao	拨乱诛暴	2367	成语
boxueqiawen	博学洽闻	2367	成语
bucezhihuo	不测之祸	2367	成语
bufaqili	不乏其例	2367	成语
bujinbufa	不矜不伐	2367	成语
bujinbugu	不今不古	2367	成语
bujinxixing	不矜细行	2367	成语
bujuxixing	不拘细行	2367	成语
buwenbuwu	不文不武	2367	成语
buyiyizi	不易一字	2367	成语
buyuanwanli	不远万里	2367	成语
buzhiyici	不置一词	2367	成语
buzuweiju	不足为据	2367	成语
caiqihengyi	才气横溢	2367	成语
caiqiwushuang	才气无双	2367	成语
canminyicheng	残民以逞	2367	成语
canpianduanjian	残篇断简	2367	成语(断编残简)
canrankeguan	粲然可观	2367	成语
chaihengbinluan	钗横鬓乱	2367	成语
changdanwoxin	尝胆卧薪	2367	成语(卧薪尝胆变体)
changhonghuabi	苌弘化碧	2367	成语
chaoyijuechen	超逸绝尘	2367	成语
chayujiuhou	茶余酒后	2367	成语(茶余饭后)
chengequanshan	惩恶劝善	2367	成语
chenghuqihou	瞠乎其后	2367	成语
chenghusheshu	城狐社鼠	2367	成语
chengjiansixi	乘间伺隙	2367	成语
chengrenquyi	成仁取义	2367	成语
chicunzhidi	尺寸之地	2367	成语
chirubianbei	齿如编贝	2367	成语
chixinbaoguo	赤心报国	2367	成语
chizhiyougu	持之有故	2367	成语
chonglunhongyi	崇论宏议	2367	成语
choumeisuoyan	愁眉锁眼	2367	成语
chuangranleixia	怆然泪下	2367	成语
chuoshuyinshui	啜菽饮水	2367	成语
chushitisheng	初试啼声	2367	成语
chusirusheng	出死入生	2367	成语(出生入死变体)
chuyitoudi	出一头地	2367	成语(出人头地变体)
chuzhiyouming	黜陟幽明	2367	成语
cifubiqi	此伏彼起	2367	成语(此起彼伏)
cunbuqianli	寸步千里	2367	成语
cuyidanshi	粗衣淡食	2367	成语
dadongganhuo	大动肝火	2367	成语
daeryanzhi	大而言之	2367	成语
dafaxiaolian	大法小廉	2367	成语
daihuzhishou	怠忽职守	2367	成语
daluzhuilun	大辂椎轮	2367	成语
dangxiliju	荡析离居	2367	成语
dangxingerwang	当刑而王	2367	成语
danshutieqi	丹书铁契	2367	成语(丹书铁券)
dansijilv	殚思极虑	2367	成语
daoshanqinghai	倒山倾海	2367	成语
dasilaohu	打死老虎	2367	成语
dayoujingting	大有径庭	2367	成语(大相径庭变体)
dazhiruoqu	大直若屈	2367	成语
dikaitongchou	敌忾同仇	2367	成语(同仇敌忾)
dingxingegu	鼎新革故	2367	成语
dizhuzhongliu	砥柱中流	2367	成语(中流砥柱)
dongzhecuibeng	栋折榱崩	2367	成语
doujiuxueshi	斗酒学士	2367	成语
doujizougou	斗鸡走狗	2367	成语
doujueyiyu	斗绝一隅	2367	成语
duanbingjiezhan	短兵接战	2367	成语(短兵相接)
duanfawenshen	断发文身	2367	成语
duanlanchaobao	断烂朝报	2367	成语
duantoujiangjun	断头将军	2367	成语
duoliniansuo	多历年所	2367	成语
duxianjineng	妒贤嫉能	2367	成语
ershizhiyan	耳食之言	2367	成语
fabuegui	法不阿贵	2367	标准成语,拼音正确
fangdanfengliu	放诞风流	2367	标准成语,拼音正确
fanmuweichou	反目为仇	2367	成语(反目成仇变体),拼音正确
fanyanjijian	犯颜极谏	2367	标准成语,拼音正确
faxingzhifu	伐性之斧	2367	标准成语,拼音正确
feidongshounian	肥冬瘦年	2367	标准成语,拼音正确
feifeiqizhu	吠非其主	2367	标准成语,拼音正确
feiranerfan	废然而反	2367	标准成语,拼音正确
fenbingbashou	分兵把守	2367	标准成语,拼音正确
fengqiangzhenma	风樯阵马	2367	标准成语,拼音正确
fengrushenming	奉如神明	2367	标准成语,拼音正确
fengweikaimo	奉为楷模	2367	标准成语,拼音正确
fengyuntubian	风云突变	2367	标准成语,拼音正确
fenqitianying	愤气填膺	2367	成语(义愤填膺变体),拼音正确
fenruzhihuo	焚如之祸	2367	标准成语,拼音正确
fuchezhigui	覆车之轨	2367	标准成语,拼音正确
fuguibiren	富贵逼人	2367	标准成语,拼音正确
fuguibuyin	富贵不淫	2367	标准成语,拼音正确
fushanhuoyin	福善祸淫	2367	标准成语,拼音正确
fushoujiuqin	俯首就擒	2367	标准成语,拼音正确
fuweidingqing	扶危定倾	2367	标准成语,拼音正确
fuweijiukun	扶危救困	2367	标准成语,拼音正确
fuxiuergui	拂袖而归	2367	标准成语,拼音正确
fuyunbiri	浮云蔽日	2367	标准成语,拼音正确
fuzhengquxie	扶正祛邪	2367	标准成语,拼音正确
fuzimingbi	复子明辟	2367	典故成语,辟读bi正确
ganshixiaoyi	旰食宵衣	2367	标准成语,拼音正确
ganxinshouji	甘心首疾	2367	诗经典故成语,拼音正确
gaocaijizu	高材疾足	2367	标准成语,拼音正确
gaomusihui	槁木死灰	2367	标准成语,拼音正确
gaoxiaqishou	高下其手	2367	标准成语,拼音正确
gecongqilei	各从其类	2367	易经典故成语,拼音正确
gesiqishi	各司其事	2367	标准成语,拼音正确
gezhiyiduan	各执一端	2367	标准成语,拼音正确
gonggaitiandi	功盖天地	2367	标准成语,拼音正确
gongmodaiyan	功莫大焉	2367	标准成语,拼音正确
gongshouzuikui	功首罪魁	2367	标准成语,拼音正确
gongxianshizu	躬先士卒	2367	标准成语,拼音正确
gongxingshijian	躬行实践	2367	标准成语,拼音正确
gouquanxingming	苟全性命	2367	标准成语,拼音正确
guafendoupou	瓜分豆剖	2367	标准成语,拼音正确
guangyanwanzhang	光焰万丈	2367	标准成语,拼音正确
gugongzhili	股肱之力	2367	典故成语,拼音正确
guohuacunshen	过化存神	2367	典故成语,拼音正确
gupanshenfei	顾盼神飞	2367	标准成语,拼音正确
guyuexuantian	鼓乐喧天	2367	标准成语,乐读yue正确
guzhangzhishang	股掌之上	2367	标准成语,拼音正确
hangeburu	扞格不入	2367	标准成语,拼音正确
hangounawu	含垢纳污	2367	标准成语,拼音正确
haoshanwue	好善恶恶	2367	标准成语,拼音正确
haoshengwusha	好生恶杀	2367	标准成语,恶读wu正确
hebuchutu	河不出图	2367	论语典故成语,拼音正确
hengxingbufa	横行不法	2367	标准成语,拼音正确
houmaoshenqing	厚貌深情	2367	标准成语,拼音正确
huamufushu	花木扶疏	2367	标准成语,拼音正确
huangshantuling	荒山秃岭	2367	标准成语,拼音正确
huangtongbaisou	黄童白叟	2367	标准成语,拼音正确
huanshengleidong	欢声雷动	2367	标准成语,拼音正确
huatingheli	华亭鹤唳	2367	典故成语,拼音正确
huayaohumei	花妖狐魅	2367	标准成语,拼音正确
huijitaoguang	晦迹韬光	2367	标准成语,拼音正确
huikuodadu	恢廓大度	2367	标准成语,拼音正确
huilugongxing	贿赂公行	2367	标准成语,拼音正确
huitianfali	回天乏力	2367	标准成语,拼音正确
huiyubuyi	毁誉不一	2367	标准成语,拼音正确
huizhibuji	悔之不及	2367	标准成语,拼音正确
hukoubaya	虎口拔牙	2367	标准成语,拼音正确
hulianzhiqi	瑚琏之器	2367	典故成语,拼音正确
huoshangtianyou	火上添油	2367	标准成语,拼音正确
husishouqiu	狐死首丘	2367	典故成语,拼音正确
huweibiaoli	互为表里	2367	标准成语,拼音正确
huzhongriyue	壶中日月	2367	典故成语,拼音正确
jiabingbuxiang	佳兵不祥	2367	典故成语,拼音正确
jiangshunqimei	将顺其美	2367	典故成语,拼音正确
jiangxinxiumu	讲信修睦	2367	礼记典故成语,拼音正确
jianmaiguimai	贱买贵卖	2367	标准成语,拼音正确
jianweishouming	见危授命	2367	论语典故成语,拼音正确
jianweizhiming	见危致命	2367	论语典故成语,拼音正确
jianyinlulve	奸淫掳掠	2367	标准成语,拼音正确
jiaohandaoshou	郊寒岛瘦	2367	典故成语,拼音正确
jiaoruojinglong	矫若惊龙	2367	标准成语,拼音正确
jiaosheyinyi	骄奢淫佚	2367	标准成语,拼音正确
jiatubili	家徒壁立	2367	标准成语,拼音正确
jiayumingjin	戛玉鸣金	2367	标准成语,拼音正确
jieyituishi	解衣推食	2367	典故成语,拼音正确
jiezuxiande	捷足先得	2367	标准成语,拼音正确
jijianganchu	计将安出	2367	典故成语,拼音正确
jijiaozhishi	犄角之势	2367	标准成语,拼音正确
jijiduoshi	济济多士	2367	诗经典故成语,拼音正确
jijiwuming	藉藉无名	2367	标准成语,拼音正确
jilinqianyi	戢鳞潜翼	2367	典故成语,拼音正确
jimingerqi	鸡鸣而起	2367	孟子典故成语,拼音正确
jinchengjiejie	尽诚竭节	2367	典故成语,拼音正确
jingjinmeiyu	精金美玉	2367	标准成语,拼音正确
jinguishishi	金匮石室	2367	典故成语,拼音正确
jinshizhijiao	金石之交	2367	标准成语
jinzhongjieli	尽忠竭力	2367	标准成语
jiquaoya	佶屈聱牙	2367	标准成语
jishoutongxin	疾首痛心	2367	成语(痛心疾首变体)
jiujiuwufu	赳赳武夫	2367	成语(出诗经)
jiuzaixuhuan	救灾恤患	2367	成语
jiuzhanquechao	鸠占鹊巢	2367	标准成语
juanqixigu	卷旗息鼓	2367	成语(偃旗息鼓变体)
juanquxunguo	捐躯殉国	2367	固定熟语
kebaoguaen	刻薄寡恩	2367	标准成语
koufuxinfu	口服心服	2367	成语(心服口服变体)
kuafuzhuiri	夸父追日	2367	典故成语
kuangshiyicai	旷世逸才	2367	成语
kuiwenfenwu	揆文奋武	2367	成语(出尚书)
kuobugaotan	阔步高谈	2367	成语
kushenjiaosi	苦身焦思	2367	成语
kuxinjiaosi	苦心焦思	2367	成语(出孟子)
laoerbusi	老而不死	2367	成语(词典headword)
laokugonggao	劳苦功高	2367	标准成语
laoruocanbing	老弱残兵	2367	标准成语
laosaomanfu	牢骚满腹	2367	成语(满腹牢骚变体)
laoxinjiaosi	劳心焦思	2367	成语
leilifengfei	雷厉风飞	2367	成语(雷厉风行变体)
leiluanzhiwei	累卵之危	2367	标准成语
liaoruozhizhang	了若指掌	2367	成语(了如指掌变体)
liechangguozu	裂裳裹足	2367	成语
linhanjiansu	林寒涧肃	2367	成语(出三峡)
litingsaoxue	犁庭扫穴	2367	标准成语
liuchaojinfen	六朝金粉	2367	熟语
liujiesanshi	六街三市	2367	成语
liuxuepiaolu	流血漂卤	2367	成语(流血漂橹)
longmeifengmu	龙眉凤目	2367	标准成语
longpanhuju	龙蟠虎踞	2367	成语(龙盘虎踞)
longshefeidong	龙蛇飞动	2367	标准成语
lumangmielie	卤莽灭裂	2367	成语(鲁莽灭裂)
lundaojingbang	论道经邦	2367	成语(出尚书)
luohuangerzou	落荒而走	2367	成语(落荒而逃变体)
luopobuji	落魄不羁	2367	成语
lushanmianmu	庐山面目	2367	成语(庐山真面目)
luwushiyi	路无拾遗	2367	成语(路不拾遗)
mangrenxiama	盲人瞎马	2367	标准成语
manzhikongyan	满纸空言	2367	成语
maocitujie	茅茨土阶	2367	标准成语
maowucaichuan	茅屋采椽	2367	成语
meixiayukuang	每下愈况	2367	成语(出庄子)
mianfuyuchen	面缚舆榇	2367	成语
mianmujiefei	面目皆非	2367	成语(面目全非变体)
mianrusihui	面如死灰	2367	标准成语
mianzhetingzheng	面折廷争	2367	成语
mierzhifan	迷而知返	2367	成语(迷途知返)
mimizhiyue	靡靡之乐	2367	成语(靡靡之音变体)
minfuguoqiang	民富国强	2367	成语(国富民强变体)
mingaominzhi	民膏民脂	2367	成语(民脂民膏变体)
mingbuxude	名不虚得	2367	成语(名不虚传变体)
mingfachifa	明罚敕法	2367	成语(出易经)
mingfashenling	明法审令	2367	成语
mingshifengliu	名士风流	2367	成语
mingzhongyishi	名重一时	2367	成语
minweibangben	民惟邦本	2367	成语(出尚书)
miranchengfeng	靡然成风	2367	成语
mobuxiangguan	漠不相关	2367	成语
moganshuihe	莫敢谁何	2367	成语
mojianjigu	摩肩击毂	2367	成语
mouweibugui	谋为不轨	2367	成语(图谋不轨变体)
muruoxuanzhu	目若悬珠	2367	成语
naixinwangshi	乃心王室	2367	成语(出尚书)
najianruliu	纳谏如流	2367	成语(从谏如流变体)
nanfengbujing	南风不竞	2367	成语(出左传)
neishifanting	内视反听	2367	成语
neiwaihuying	内外呼应	2367	成语
nengshuoshandao	能说善道	2367	成语(能说会道变体)
niangaodeshao	年高德邵	2367	标准成语
nianhuaweixiao	拈花微笑	2367	典故成语
niqushunshou	逆取顺守	2367	成语(出汉书)
pianyanzhizi	片言只字	2367	标准成语
piaofengzhouyu	飘风骤雨	2367	成语(出老子)
pifayingguan	披发缨冠	2367	成语(出孟子)
pifuhuaibi	匹夫怀璧	2367	成语(怀璧其罪)
piguashangzhen	披挂上阵	2367	标准成语
pihonggualv	披红挂绿	2367	标准成语
pikangdaoxu	批亢捣虚	2367	成语(出史记)
pinzhudiaoxian	品竹调弦	2367	成语
kekuzili	刻苦自励	2367	词典成语
mozhiyujing	莫之与京	2367	左传成语
qiangganruozhi	强干弱枝	2367	标准成语
qiangongjinmie	前功尽灭	2367	成语(前功尽弃变体)
qiangtoumashang	墙头马上	2367	成语(男女爱慕)
qianguweiyou	前古未有	2367	成语
qianlichungeng	千里莼羹	2367	典故成语
qianqiuwangu	千秋万古	2367	成语
qianshanyingu	堑山堙谷	2367	成语
qiantaiwanzhuang	千态万状	2367	成语
qiantudaoge	前徒倒戈	2367	成语
qianyanwangxing	前言往行	2367	成语
qibuchengzhang	七步成章	2367	典故成语
qicaiyineng	奇才异能	2367	成语
qihuayaocao	琪花瑶草	2367	成语
qijunwuguo	欺君误国	2367	成语
qiluwangyang	歧路亡羊	2367	典故成语
qingcaihaoshi	轻财好施	2367	成语
qingcaizhongshi	轻财重士	2367	成语
qingciliju	清词丽句	2367	成语
qingzhenyizhi	情真意挚	2367	成语(情真意切变体)
qiongnianleiyue	穷年累月	2367	成语
qiongtuliaodao	穷途潦倒	2367	成语
qiqinqizong	七擒七纵	2367	典故成语
qiqubingjia	齐驱并驾	2367	成语(并驾齐驱)
qiufengwanshan	秋风纨扇	2367	成语
qiugaomafei	秋高马肥	2367	成语
qiuhaobufan	秋毫不犯	2367	成语
qiwenjiuwu	弃文就武	2367	成语
quanshanjiee	劝善戒恶	2367	成语
quanshenyuanhai	全身远害	2367	成语
quehububa	确乎不拔	2367	成语
qunqingdingfei	群情鼎沸	2367	成语
qunxianbizhi	群贤毕至	2367	成语
qutianchiwu	去天尺五	2367	成语
renbaiqishen	人百其身	2367	成语
renxinhaili	忍心害理	2367	成语
rouyuannenger	柔远能迩	2367	成语
ruzhizhuzhang	如指诸掌	2367	成语(了如指掌)
ruzuoyoushou	如左右手	2367	成语
sanhuwangqin	三户亡秦	2367	典故成语
saorenmoke	骚人墨客	2367	成语
saoxueliting	扫穴犁庭	2367	成语(犁庭扫穴)
shajiqudan	杀鸡取蛋	2367	成语(杀鸡取卵变体)
shangbuyijian	赏不遗贱	2367	成语
shangfayanming	赏罚严明	2367	成语
shantirenyi	善体人意	2367	成语(善解人意)
shanyurenjiao	善与人交	2367	成语
sharenyingye	杀人盈野	2367	成语
shashenbaoguo	杀身报国	2367	成语
shaxuejiemeng	歃血结盟	2367	成语(歃血为盟变体)
shejicongren	舍己从人	2367	成语
shengchirifan	生齿日繁	2367	成语
shengengudi	深根固柢	2367	成语
shengengudi	深根固蒂	2367	成语(根深蒂固)
shengmingyouguan	生命攸关	2367	成语(生死攸关变体)
shengmintutan	生民涂炭	2367	成语(生灵涂炭变体)
shengnanyunv	生男育女	2367	成语
shengsibuyu	生死不渝	2367	成语
shengzhenhuanyu	声震寰宇	2367	成语
shenqimoce	神奇莫测	2367	成语
shenshanqionggu	深山穷谷	2367	成语
shenshiguishe	神施鬼设	2367	成语
shenzhouchixian	神州赤县	2367	成语(赤县神州)
shichangbajiu	十常八九	2367	成语(十有八九)
shidonglayue	十冬腊月	2367	成语
shifengqishi	适逢其时	2367	成语(适逢其会)
shihangjuxia	十行俱下	2367	成语(一目十行)
shilaobingpi	师老兵疲	2367	成语
shimaojiantu	食毛践土	2367	成语
shinianchuangxia	十年窗下	2367	成语
shinianjiuhan	十年九旱	2367	成语
shinianshengju	十年生聚	2367	成语
shiqingchaoye	势倾朝野	2367	成语
shirihesang	时日曷丧	2367	典故成语
shishiwuwu	十十五五	2367	成语
shisirusheng	视死如生	2367	成语(视死如归)
shisuobizhi	势所必至	2367	成语
shitongshengsi	誓同生死	2367	成语
shiyibuque	拾遗补阙	2367	成语
shiyishishu	时异势殊	2367	成语(时移势易)
shiyiyanzhi	诗以言志	2367	成语
shoushanzhidi	首善之地	2367	成语(首善之区)
shoushumoleng	首鼠模棱	2367	成语
shouzupianzhi	手足胼胝	2367	成语
shuaituguixin	率土归心	2367	成语
shuaiyiweichang	率以为常	2367	成语(习以为常)
shuipobujin	水泼不进	2367	成语
shuiseshanguang	水色山光	2367	成语(山光水色)
shujinhuoxue	舒筋活血	2367	成语
sihezhiqing	俟河之清	2367	成语
siliqiusheng	死里求生	2367	成语(死里逃生)
sishengyouming	死生有命	2367	成语
sixintadi	死心踏地	2367	成语(死心塌地变体)
soukuoyikong	搜括一空	2367	成语(搜刮一空)
suifengzhuanduo	随风转舵	2367	成语(见风使舵)
suixiangrusu	随乡入俗	2367	成语(入乡随俗)
sunpangdouzhi	孙庞斗智	2367	典故成语
suoranfawei	索然乏味	2367	成语(索然无味)
suoxiangkejie	所向克捷	2367	成语
tanxiongluru	袒胸露乳	2367	成语(袒胸露背)
tianbujianian	天不假年	2367	成语
tiannianbusui	天年不遂	2367	成语
tiaohedingnai	调和鼎鼐	2367	成语
tishanhanghai	梯山航海	2367	成语
titangbuqun	倜傥不群	2367	成语
titoulinglong	剔透玲珑	2367	成语(玲珑剔透)
tongbukeren	痛不可忍	2367	成语
tongexiangqiu	同恶相求	2367	成语(同恶相济)
tonggongyiti	同功一体	2367	成语
tongjiazhihao	通家之好	2367	成语
tongjinghuoluo	通经活络	2367	成语
tongqudadao	通衢大道	2367	成语
tongrieryan	同日而言	2367	成语(同日而语)
tongrugusui	痛入骨髓	2367	成语
tongyinhuanglong	痛饮黄龙	2367	典故成语
touhequrong	偷合取容	2367	成语(偷合苟容)
toushancuanhai	投山窜海	2367	成语
tufashangma	土法上马	2367	成语
tuiwanggucun	推亡固存	2367	成语
tulongchugou	土龙刍狗	2367	成语
raoyouxingwei	饶有兴味	2367	成语
shuogudaojin	说古道今	2367	成语
shuohaoshuodai	说好说歹	2367	惯用成语
tunzhouzhiyu	吞舟之鱼	2367	典故成语
waiqinneishu	外亲内疏	2367	四字成语
waizhongneiqing	外重内轻	2367	四字成语
wanjiebuzhong	晚节不终	2367	四字成语
wanshidiantou	顽石点头	2367	典故成语
weidingzhitian	未定之天	2367	四字成语
weifusixing	微服私行	2367	成语(微服私访变体)
weihufuyi	为虎傅翼	2367	典故成语
weimiaoweixiao	唯妙唯肖	2367	成语(惟妙惟肖变体)
weimibuzhen	委靡不振	2367	成语(萎靡不振变体)
weiruoleiluan	危若累卵	2367	四字成语
weiweihuaide	畏威怀德	2367	四字成语
weiwujingwen	纬武经文	2367	四字成语
weizunzhehui	为尊者讳	2367	典故成语
wendingzhongyuan	问鼎中原	2367	典故成语
wenfengertao	闻风而逃	2367	四字成语
wuchitongzi	五尺童子	2367	成语(五尺之童)
wuchizhiyou	无耻之尤	2367	四字成语
wudangwupai	无党无派	2367	四字成语
wujiangzhixiu	无疆之休	2367	典故成语,码正确
wukehuiyan	无可讳言	2367	标准成语
wukeruhe	无可如何	2367	标准成语(无可奈何异形)
wushangdati	无伤大体	2367	标准成语
wushangeshan	舞衫歌扇	2367	标准成语
wusuobubei	无所不备	2367	标准成语
wusuobuji	无所不及	2367	标准成语
wusuoburong	无所不容	2367	标准成语
wutouchuwei	吴头楚尾	2367	典故成语
wuwangzhizai	无妄之灾	2367	标准成语
wuweizihua	无为自化	2367	老子典故成语
wuxiaameng	吴下阿蒙	2367	典故成语
wuxikecheng	无隙可乘	2367	标准成语
wuyifeiteng	物议沸腾	2367	标准成语
wuyuweibi	无与为比	2367	标准成语
xiabichengzhang	下笔成章	2367	标准成语
xiaerwenming	遐迩闻名	2367	标准成语
xiangcaomeiren	香草美人	2367	楚辞典故成语
xiangfuerxing	相辅而行	2367	标准成语
xianghuagongyang	香花供养	2367	佛典成语
xiangquwuji	相去无几	2367	标准成语
xiangrenweiguo	相忍为国	2367	标准成语
xiangxiaoyujian	香消玉减	2367	标准成语
xianketifou	献可替否	2367	标准成语
xianshenlingyu	陷身囹圄	2367	标准成语
xiaomianyecha	笑面夜叉	2367	标准成语
xiaoqiyiying	小器易盈	2367	标准成语
xiaoyilihai	晓以利害	2367	标准成语
xiexintongli	协心同力	2367	标准成语
xiguerchui	析骨而炊	2367	典故成语
xihaiyicuan	析骸以爨	2367	典故成语
xinfuzhijiao	心腹之交	2367	标准成语
xingcuobuyong	刑措不用	2367	典故成语
xingruogouzhi	行若狗彘	2367	标准成语
xingshidongzhong	行师动众	2367	成语(兴师动众异形)
xingyuzhiren	刑余之人	2367	标准成语
xinjiaorufen	心焦如焚	2367	标准成语
xinjingdanluo	心惊胆落	2367	标准成语
xinlaorizhuo	心劳日拙	2367	标准成语
xinrenguijia	辛壬癸甲	2367	尚书典故成语
xiongcaidalve	雄材大略	2367	成语(雄才大略异形)
xiongcaiweilve	雄才伟略	2367	标准成语
xiongshenyajian	雄深雅健	2367	标准成语
xiongxinbaodan	熊心豹胆	2367	标准成语
xiuzhenyangxing	修真养性	2367	标准成语
xixindilv	洗心涤虑	2367	标准成语
xizipengxin	西子捧心	2367	典故成语
xuanhezhushui	悬河注水	2367	标准成语
xuanxianyuneng	选贤与能	2367	礼记典故成语
xuejiutianren	学究天人	2367	标准成语
xueyouzhuanchang	学有专长	2367	标准成语
yanbierguo	掩鼻而过	2367	标准成语
yanbiyouju	言必有据	2367	标准成语
yanhanhuxu	燕颔虎须	2367	标准成语
yanrenrenshu	言人人殊	2367	标准成语
yantatiming	雁塔题名	2367	典故成语
yanxuezhishi	岩穴之士	2367	标准成语
yanyandaibi	奄奄待毙	2367	标准成语
yecaoxianhua	野草闲花	2367	标准成语
yewuyixian	野无遗贤	2367	标准成语
yibiaofeifan	一表非凡	2367	标准成语
yibugaiti	衣不盖体	2367	成语(衣不蔽体异形)
yicunchixin	一寸赤心	2367	标准成语
yidaobisui	意到笔随	2367	标准成语
yidingbuyi	一定不易	2367	标准成语
yierbujue	议而不决	2367	标准成语
yifanqianjin	一饭千金	2367	典故成语
yifochushi	一佛出世	2367	标准成语
yihuangliangshe	一簧两舌	2367	标准成语
yijianzhidi	一箭之地	2367	标准成语
yijuesunmou	贻厥孙谋	2367	尚书典故成语
yijuqianli	一举千里	2367	标准成语
yilifuren	以力服人	2367	标准成语
yingminggaishi	英名盖世	2367	标准成语
yingshuyanshuo	郢书燕说	2367	典故成语
yinjiuzegong	引咎责躬	2367	标准成语
yinzifengqi	荫子封妻	2367	标准成语
yiqingyuexing	怡情悦性	2367	标准成语
yiriwanji	一日万机	2367	标准成语
yishazhisha	以杀止杀	2367	标准成语
yishitoushui	以石投水	2367	标准成语
yishiwugong	疑事无功	2367	标准成语
yishoujiae	以手加额	2367	标准成语
yishouqijian	以售其奸	2367	标准成语
yishouyizu	一手一足	2367	标准成语
yishubaihuo	一树百获	2367	典故成语
yisihaigong	以私害公	2367	标准成语
yitianyiri	移天易日	2367	标准成语
yiwansinian	亿万斯年	2367	标准成语
yiwurongji	贻误戎机	2367	标准成语
yixuexixue	以血洗血	2367	标准成语
yiyanghulu	依样葫芦	2367	标准成语
yiyanquren	以言取人	2367	标准成语
yiyejiri	以夜继日	2367	标准成语
yiyongzhifu	一勇之夫	2367	标准成语
yiyuzhidi	一隅之地	2367	标准成语
yizhanyangzhan	以战养战	2367	标准成语
yongzhongjiaojiao	庸中佼佼	2367	标准成语
youankeji	有案可稽	2367	标准成语
youcifushuo	游辞浮说	2367	标准成语
youfenchengji	忧愤成疾	2367	标准成语
youguowangshen	忧国忘身	2367	标准成语
youpoyouli	有破有立	2367	标准成语
youshiyouzu	有始有卒	2367	标准成语
youtouhuanao	油头滑脑	2367	标准成语
youzhiwuquan	有职无权	2367	标准成语
yueruojigu	粤若稽古	2367	尚书典故成语
yufuyufu	愚夫愚妇	2367	标准成语
yuxinbugan	于心不甘	2367	标准成语
yuyiyicheng	羽翼已成	2367	典故成语
yuzilulu	余子碌碌	2367	标准成语
zhamouqiji	诈谋奇计	2367	标准成语
zhangchanghuamei	张敞画眉	2367	典故成语
zhanpidaigu	粘皮带骨	2367	标准成语
zhaohuanmule	朝欢暮乐	2367	标准成语
zhechongyannan	折冲厌难	2367	典故成语
zhechongyuwu	折冲御侮	2367	典故成语,抵御外侮
zhengeqixue	枕戈泣血	2367	四字成语
zhengfayancang	正法眼藏	2367	佛教典故成语
zhengjunjingwu	整军经武	2367	四字成语
zhengqiangdousheng	争强斗胜	2367	四字成语
zherenermu	遮人耳目	2367	四字成语
zheyiselu	赭衣塞路	2367	四字成语
zhidangyingsi	植党营私	2367	四字成语
zhidawuwai	至大无外	2367	四字成语,拼音正确
zhimingdangshi	知名当世	2367	四字成语
zhiqingurou	至亲骨肉	2367	四字成语
zhishujijian	直抒己见	2367	四字成语
zhitianshiri	指天誓日	2367	四字成语
zhixiaowunei	至小无内	2367	庄子典故成语
zhizhibugu	置之不顾	2367	四字成语
zhizuburu	知足不辱	2367	老子典故成语
zhizuzhizhi	知足知止	2367	四字成语
zhongguabudi	众寡不敌	2367	四字成语
zhongshaochengduo	众少成多	2367	四字成语
zhongwaichiming	中外驰名	2367	四字熟语
zhubaosongmao	竹苞松茂	2367	诗经典故成语
zhushaoguoyi	主少国疑	2367	史记典故成语
zihuaichangcheng	自坏长城	2367	南史典故成语
zongqingshengse	纵情声色	2367	四字成语
zuierxiaoguo	蕞尔小国	2367	四字成语
zuieshenzhong	罪恶深重	2367	四字熟语,拼音正确
zuimodayan	罪莫大焉	2367	古文四字熟语,拼音正确
zuofazibi	作法自毙	2367	四字成语
zuofeijinshi	昨非今是	2367	四字成语
zuokunchoucheng	坐困愁城	2367	四字成语
zushizubing	足食足兵	2367	论语典故成语
anbingshujia	按兵束甲	1493	四字成语
babaiguhan	八百孤寒	1493	唐代典故成语
baibingcongsheng	百病丛生	1493	四字成语
baifeijuju	百废具举	1493	四字成语
baihuanufang	百花怒放	1493	四字熟语
baizhebuqu	百折不屈	1493	四字成语
bangguotiancui	邦国殄瘁	1493	诗经典故成语
baojingfengyu	饱经风雨	1493	四字成语
beicizhongbi	卑辞重币	1493	四字成语
beimianchengchen	北面称臣	1493	四字成语
beiribingxing	倍日并行	1493	四字成语
bianyicongshi	便宜从事	1493	四字成语
bihanmobao	笔酣墨饱	1493	四字成语
bihudushu	闭户读书	1493	四字成语
bilulanlv	筚路褴褛	1493	四字成语(蓝缕变体)
bingqiangjiangyong	兵强将勇	1493	四字成语
bingrenxiangjie	兵刃相接	1493	四字成语
bingwuerzhi	并无二致	1493	四字熟语
bingxingguidao	兵行诡道	1493	四字成语
biqiangjiruo	避强击弱	1493	四字成语
buanyuwei	不安于位	1493	四字成语
bucizhitu	不此之图	1493	四字成语
bucizhiwei	不次之位	1493	古文四字成语
budaishigui	不待蓍龟	1493	四字成语
buhuxixing	不护细行	1493	书经典故成语
bujiezhichou	不解之仇	1493	四字熟语
bukeshengji	不可胜纪	1493	四字成语
bukeshengsuan	不可胜算	1493	四字成语
bulaoercheng	不劳而成	1493	四字成语
buningweishi	不宁唯是	1493	古文四字成语
buqiertong	不期而同	1493	四字成语
butongliusu	不同流俗	1493	四字成语
buyizhidian	不易之典	1493	四字成语
buzhijiji	不知纪极	1493	四字成语
caikuilichu	财匮力绌	1493	四字成语
caiqizongheng	才气纵横	1493	四字成语
cemingweizhi	策名委质	1493	左传典故成语
changchunbulao	长春不老	1493	四字祝语成语
