aba	阿坝
yanbu	咽部
yanbu	眼部
yancai	腌菜
yancha	岩茶
yancheng	盐城
yanchengxu	言承旭
yanchongxing	严重性
yandangshan	雁荡山
yandao	烟道
yandi	炎帝
yandong	岩洞
yanfu	严复
yangba	氧吧
yangbailao	杨白劳
yangbanfang	样板房
yangbanjian	样板间
yangche	养车
yangche	样车
yangcheng	扬程
yangcheng	羊城
yangchenghu	阳澄湖
yangchengwu	杨成武
yangdihuang	洋地黄
yangdong	佯动
yangdu	羊肚
yangfen	羊粪
yangfengchang	养蜂场
yangfumu	养父母
yanggan	养肝
yanggaorong	羊羔绒
yanggong	佯攻
yangguan	羊倌
yangguan	阳关
yangguandao	阳关道
yangguozhong	杨国忠
yanghuagao	氧化锆
yanghuagui	氧化硅
yanghuajia	氧化钾
yanghuali	氧化锂
yanghuamei	氧化酶
yanghuameng	氧化锰
yanghuana	氧化钠
yanghuaqian	氧化铅
yanghuasi	氧化锶
yanghuatai	氧化钛
yanghuatie	氧化铁
yanghuatong	氧化铜
yanghuayin	氧化银
yanghucheng	杨虎城
yangjiajiang	杨家将
yangjian	杨坚
yangjiang	阳江
yangjiangshi	阳江市
yangjiaobian	羊角辫
yangjiechi	杨洁篪
yangjingbang	洋泾浜
yangjingyu	杨靖宇
yangju	扬剧
yangjuan	羊圈
yangkaihui	杨开慧
yangkun	杨坤
yanglan	杨澜
yanglaobaoxianjin	养老保险金
yangleduo	养乐多
yangliping	杨丽萍
yangliwei	杨利伟
yangmao	养猫
yangmaozhan	羊毛毡
yangmi	杨幂
yangmian	仰面
yangmian	阳面
yangmuzhe	仰慕者
yangnu	洋奴
yangpai	仰拍
yangpuqu	杨浦区
yangqi	扬弃
yangqi	阳气
yangqianhua	杨千嬅
yangqidai	氧气袋
yangqiping	氧气瓶
yangqitong	氧气筒
yangquan	阳泉
yangrong	羊绒
yangrongshan	羊绒衫
yangroutang	羊肉汤
yangsha	扬沙
yangshangkun	杨尚昆
yangshen	洋参
yangshi	央视
yangshibiao	样式表
yangshou	扬手
yangshu	样书
yangshuo	阳朔
yangtai	养胎
yangtang	羊汤
yangti	羊蹄
yangtiao	样条
yangtijia	羊蹄甲
yangtui	羊腿
yanguan	烟馆
yanguo	燕国
yangwa	养娃
yangwei	养胃
yangxiezi	羊蝎子
yangxiuqing	杨秀清
yangxue	养血
yangyang	杨洋
yangyuhuan	杨玉环
yangza	羊杂
yangzasui	羊杂碎
yangzhenning	杨振宁
yangzhihu	养殖户
yangzhiqiu	羊脂球
yangzhiyu	羊脂玉
yangzhou	扬州
yangzhuchang	养猪场
yangzi	杨紫
yangzijiang	扬子江
yanhe	烟盒
yanhouai	咽喉癌
yanhouyan	咽喉炎
yanhuang	炎黄
yanhui	颜回
yanjianggao	演讲稿
yanjiangzhe	演讲者
yanjianhua	盐碱化
yanjiantu	盐碱土
yanjiao	岩礁
yanjiao	檐角
yanjiao	燕郊
yanjie	沿街
yanjing	燕京
yanjingdian	眼镜店
yanjinghe	眼镜盒
yanjingjia	眼镜架
yanjingkuang	眼镜框
yanjipai	演技派
yanju	烟具
yankan	验看
yankuang	盐矿
yanling	严令
yanluo	阎罗
yanmei	烟煤
yanmenguan	雁门关
yanmian	岩棉
yanmo	掩模
yanmo	眼膜
yanmoji	研磨机
yanpier	眼皮儿
yanqingju	言情剧
yanren	眼仁
yansang	烟嗓
yanshang	盐商
yanshi	延时
yanshi	艳史
yanshui	盐税
yanshuiya	盐水鸭
yanshuojia	演说家
yansu	艳俗
yanta	延拓
yantai	烟台
yantaoban	研讨班
yanti	岩体
yantong	咽痛
yantu	岩土
yanwang	阎王
yanwangye	阎王爷
yanwei	燕尾
yanxin	焰心
yanxing	艳星
yanxishan	阎锡山
yanxiuban	研修班
yanxue	验血
yanye	盐业
yanyu	腌鱼
yanyuan	眼缘
yanyuan	颜渊
yanzhangxian	延长线
yanzhao	盐沼
yanzhihong	胭脂红
yanzhiyuan	演职员
yanzhou	兖州
yanzhu	掩住
yanzhuang	眼妆
yanzhuo	眼拙
yanzi	盐渍
yanzouhui	演奏会
yanzouyuan	演奏员
yanzui	烟嘴
yaoan	要案
yaobei	腰背
yaobian	窑变
yaochang	药厂
yaochi	瑶池
yaodao	妖道
yaodao	腰刀
yaodi	尧帝
yaodingqingshanbufangsong	咬定青山不放松
yaofen	药粉
yaofu	腰腹
yaoguanzi	药罐子
yaogudui	腰鼓队
yaohe	药盒
yaohua	腰花
yaojia	药价
yaojian	药监
yaojin	咬紧
yaojiu	药酒
yaojixue	药剂学
yaoli	药力
yaoliang	药量
yaomianzi	要面子
yaoming	姚明
yaopinjianduguanliju	药品监督管理局
yaopu	药铺
yaoqi	药企
yaoqizhi	姚期智
yaoshang	腰伤
yaoshibao	钥匙包
yaoshihuan	钥匙环
yaoshikong	钥匙孔
yaoshikou	钥匙扣
yaoshiquan	钥匙圈
yaoshou	妖兽
yaoshun	尧舜
yaoshunyu	尧舜禹
yaotang	药汤
yaoteng	腰疼
yaotong	腰痛
yaoudaluqiao	亚欧大陆桥
yaowei	药味
yaowenyuan	姚文元
yaoxian	腰线
yaoxiang	药箱
yaoye	药业
yaoye	药液
yaoyin	药引
yaoyinzi	药引子
yaoyu	药浴
yaozao	药皂
yaozhu	瑶柱
yaozi	鹞子
yaozu	瑶族
yaozuzizhixian	瑶族自治县
yapao	哑炮
yapian	压片
yapingningbandao	亚平宁半岛
yapogan	压迫感
yaqi	氩气
yarongbei	鸭绒被
yarou	鸭肉
yashe	鸭舌
yashu	亚述
yashuidui	压水堆
yasi	雅思
yasongsen	亚松森
yasuerqundao	亚速尔群岛
yasuhai	亚速海
yasuiyan	牙髓炎
yasuolv	压缩率
yasuoxing	压缩性
yataijinghezuzhi	亚太经合组织
yataijingjihezuozuzhi	亚太经济合作组织
yatelandisi	亚特兰蒂斯
yateng	牙疼
yatui	压腿
yatui	鸭腿
yaxi	轧戏
yaxiangdi	压箱底
yaxiya	亚细亚
yaxue	鸭血
yayi	亚裔
yayin	压印
yayinsu	亚音速
yayousuan	亚油酸
yayun	亚运
yayuncun	亚运村
yazhou	压轴
yazhou	牙周
yazhoukaifayinhang	亚洲开发银行
yazhouxiang	亚洲象
yazhu	压铸
yebaihe	野百合
yebanche	夜班车
yebiao	页表
yeche	夜车
yediao	夜钓
yeerlia	爷儿俩
yeermen	爷儿们
yefeng	野蜂
yeguai	野怪
yehai	液氦
yejiao	页脚
yeju	野菊
yejuhua	野菊花
yekajielinbao	叶卡捷琳堡
yekajielinna	叶卡捷琳娜
yelang	野狼
yelianchang	冶炼厂
yelifu	夜礼服
yelimi	耶利米
yelu	夜路
yelu	耶鲁
yeluotuo	野骆驼
yemei	页眉
yemengongheguo	也门共和国
yemingzhu	夜明珠
yemoxia	夜魔侠
yeniao	野鸟
yeqiangwei	野蔷薇
yeqing	液氢
yequ	野区
yequan	野犬
yerou	叶肉
yerou	椰肉
yeshanyang	野山羊
yeshengtao	叶圣陶
yeshu	椰树
yeshu	页数
yesu	夜宿
yesu	耶稣
yetaiqing	液态氢
yetie	冶铁
yeting	叶挺
yeweihui	业委会
yeweiyang	夜未央
yewuliang	业务量
yexiang	液相
yexingyi	夜行衣
yexinjia	野心家
yeyabeng	液压泵
yeyaji	液压机
yeyayou	液压油
yeyazi	野鸭子
yeyou	页游
yeyoushen	夜游神
yezihua	叶子花
yezishu	椰子树
yeziyou	椰子油
yibai	衣摆
yibaidanbajiang	一百单八将
yibao	怡宝
yibaoka	医保卡
yibian	异变
yibiaoban	仪表板
yibu	移步
yibusheng	易卜生
yichang	宜昌
yichuanbing	遗传病
yichuanhong	一串红
yichun	伊春
yichun	宜春
yiciyuan	异次元
yicundu	依存度
yida	益达
yidaijiankuanzhongbuhui	衣带渐宽终不悔
yidaligongheguo	意大利共和国
yidangzhi	一党制
yidao	驿道
yidengbing	一等兵
yidengcang	一等舱
yidenggong	一等功
yidengpin	一等品
yidi	义弟
yidianer	一点儿
yidianyuan	伊甸园
yidianzhong	一点钟
yidongburuyijing	一动不如一静
yidu	遗毒
yierzai	一而再
yifuduoqizhi	一夫多妻制
yifulou	逸夫楼
yifuyiqizhi	一夫一妻制
yigaorendanda	艺高人胆大
yigouhua	异构化
yiguan	医馆
yiguoduan	一锅端
yiguolian	异国恋
yihaopin	易耗品
yihequan	义和拳
yihetuan	义和团
yihetuanyundong	义和团运动
yiheyuan	颐和园
yihongdao	溢洪道
yihuangtong	异黄酮
yihuankouyihuan	一环扣一环
yihuier	一会儿
yihuo	一伙
yihuo	易货
yijia	宜家
yijia	意甲
yijia	移驾
yijian	翼尖
yijiangchunshuixiangdongliu	一江春水向东流
yijiangnan	忆江南
yijianlian	易建联
yijianshu	意见书
yijie	医界
yijing	易经
yiju	义举
yijun	抑菌
yikuaier	一块儿
yilaigan	依赖感
yilakegongheguo	伊拉克共和国
yilanggaoguoyilang	一浪高过一浪
yilangren	伊朗人
yili	伊利
yili	伊犁
yiliaodui	医疗队
yilihasakezizhizhou	伊犁哈萨克自治州
yilihu	伊利湖
yilinuoyidaxue	伊利诺伊大学
yilinuoyizhou	伊利诺伊州
yiliu	溢流
yiliuer	一溜儿
yilunwen	议论文
yiluowadijiang	伊洛瓦底江
yima	译码
yimaojia	衣帽架
yimengshan	沂蒙山
yiminfa	移民法
yinanbing	疑难病
yinba	印巴
yincece	阴恻恻
yinchulai	引出来
yindian	印第安
yindiannabolisi	印第安纳波利斯
yindiannazhou	印第安纳州
yindugongheguo	印度共和国
yinduhe	印度河
yindujiao	印度教
yinengjing	伊能静
yinertang	银耳汤
yinganyan	英安岩
yingaozheng	隐睾症
yingbang	英镑
yingcai	英才
yingcao	樱草
yingchao	英超
yingcheng	影城
yingchun	迎春
yingdaoli	硬道理
yingdaqi	应答器
yingdi	硬地
yingerchuang	婴儿床
yingeryou	婴儿油
yingfukuan	应付款
yinggelanyinhang	英格兰银行
yinggongfu	硬功夫
yingguan	英冠
yingguangfen	荧光粉
yingguoguangbogongsi	英国广播公司
yingguyu	硬骨鱼
yinghan	英汉
yinghou	迎候
yinghun	英魂
yinghuohui	营火会
yingji	英籍
yingjie	英杰
yingjili	英吉利
yingjilihaixia	英吉利海峡
yingju	英剧
yingkang	硬扛
yingkang	硬抗
yingkesong	迎客松
yingkong	硬控
yingkou	营口
yingkoushi	营口市
yingkuai	硬块
yinglixing	营利性
yinglou	影楼
yingmei	英美
yingmeifa	英美法
yingpanhe	硬盘盒
yingpanqudongqi	硬盘驱动器
yingpibing	硬皮病
yingqigong	硬气功
yingqu	赢取
yingshangqu	迎上去
yingshi	英式
yingshijie	影视界
yingshiquan	影视圈
yingshui	应税
yingsuhua	罂粟花
yingtan	鹰潭
yingtaohong	樱桃红
yingtaomu	樱桃木
yinguolv	因果律
yinguoxing	因果性
yingxian	映现
yingxianzuo	英仙座
yingxiaoyuan	营销员
yingyebu	营业部
yingyeting	营业厅
yingyongfuwuqi	应用服务器
yingyongti	应用题
yingyue	应约
yingyujiao	英语角
yingzheng	嬴政
yingzhi	硬质
yingzhi	英制
yingzhiban	硬纸板
yingzhuang	硬装
yinhan	阴寒
yinhang	引航
yinhangyuan	引航员
yinhao	银号
yinhe	银河
yinheji	银河系
yinhen	阴狠
yinhuabu	印花布
yinhuanshe	银环蛇
yinhui	银灰
yinhuise	银灰色
yinjia	印加
yinjianhui	银监会
yinkuang	银矿
yinlian	银联
yinlianka	银联卡
yinliaoping	饮料瓶
yinma	音码
yinnidun	印尼盾
yinou	印欧
yinpinxian	音频线
yinpo	阴坡
yinqi	阴气
yinqu	音区
yinsensen	阴森森
yinshang	殷商
yinshenyi	隐身衣
yinshuagong	印刷工
yinshuiqu	引水渠
yinsibuluke	因斯布鲁克
yintewang	因特网
yinu	易怒
yinxiangdian	音像店
yinxingguo	银杏果
yinxingjia	银行家
yinxingka	银行卡
yinxingshu	银杏树
yinxingye	银杏叶
yinxu	殷墟
yinyan	银盐
yinyangjia	阴阳家
yinyangli	阴阳历
yinyangshi	阴阳师
yinyangyan	阴阳眼
yinyou	印油
yinyu	饮誉
yinyuan	银圆
yinyuejie	音乐界
yinyuexi	音乐系
yinyutian	阴雨天
yinzhang	音障
yinzhi	引致
yinzhiban	印制板
yinzhun	音准
yinzhuo	银镯
yinzuo	银座
yipiaofoujuequan	一票否决权
yipiaofoujuezhi	一票否决制
yiqi	一汽
yiqi	意气
yiqianlingyiye	一千零一夜
yiqine	忆秦娥
yiqingsuan	异氰酸
yiran	亦然
yiran	易燃
yiranpin	易燃品
yiru	移入
yisaoguang	一扫光
yiselieguofangjun	以色列国防军
yishi	轶事
yishibanhuier	一时半会儿
yishijiqiqiancenglang	一石激起千层浪
yishu	亦舒
yishujie	艺术界
yishumei	艺术美
yishutuan	艺术团
yishuzhao	艺术照
yisilan	伊斯兰
yisilangongheguo	伊斯兰共和国
yisuangan	乙酸酐
yisuanna	乙酸钠
yisuanzhi	乙酸酯
yisuipin	易碎品
yisuo	伊索
yiteng	伊藤
yitiantian	一天天
yitianxiaweijiren	以天下为己任
yiwaixian	意外险
yiwei	异位
yiwei	易位
yiwen	逸闻
yiwenci	疑问词
yiwubing	义务兵
yiwubingyizhi	义务兵役制
yiwuren	义务人
yiwushi	义乌市
yixianai	胰腺癌
yixiang	移项
yixiangpai	意象派
yixianhua	乙酰化
yixianji	乙酰基
yixiantian	一线天
yixinbing	疑心病
yixing	宜兴
yixing	翼型
yixinshengangui	疑心生暗鬼
yixiong	义兄
yixiuge	一休哥
yixuejie	医学界
yixuesheng	医学生
yiya	咿呀
yiyang	益阳
yiyangzhi	一阳指
yiyong	医用
yiyu	一隅
yiyu	彝语
yiyuanercifangcheng	一元二次方程
yiyuanzhi	一院制
yiyue	一月
yiyuyan	易语言
yizhe	医者
yizhi	易帜
yizhi	译制
yizhipian	译制片
yizhongtian	易中天
yizhou	益州
yizhu	译注
yizhuxiang	一炷香
yizu	彝族
yongbao	永葆
yongbing	用兵
yongdao	泳道
yongdi	用地
yongdianliang	用电量
yongdianqi	用电器
yongdingmen	永定门
yongduo	勇夺
yonghegong	雍和宫
yonghuzu	用户组
yongjin	用劲
yongtan	咏叹
yongxing	用刑
yongyi	勇毅
yongzhe	勇者
yongzhengdi	雍正帝
yongzhou	永州
youan	右岸
youbao	邮报
youbaopipabanzhemian	犹抱琵琶半遮面
youbei	有悖
youbi	幽闭
youbian	诱变
youbianfeng	右边锋
youbiziyouyan	有鼻子有眼
youbiziyouyaner	有鼻子有眼儿
youbu	优步
youcai	油彩
youceng	油层
youcha	油茶
youda	犹大
youdianer	有点儿
youerqi	幼儿期
youfaladihe	幼发拉底河
youfang	友方
youfang	油坊
youfei	油费
youfen	忧愤
youfeng	油封
yougang	油缸
yougong	诱供
youguan	油罐
youhoufang	右后方
youhouwei	右后卫
youhu	油壶
youhui	油灰
youhuika	优惠卡
youhuiqi	优惠期
youhun	游魂
youhuoli	诱惑力
youji	右击
youjian	右键
youjiao	右脚
youjifei	邮寄费
youjigui	有机硅
youju	幽居
youkatanbandao	尤卡坦半岛
youkuang	铀矿
youliangliang	油亮亮
youlitai	游离态
youlu	邮路
youlv	油绿
youmian	釉面
youmianjin	油面筋
youmo	油膜
younao	右脑
youni	油泥
younini	油腻腻
youpengziyuanfanglai	有朋自远方来
youqiang	油枪
youqigong	油漆工
youqijiang	油漆匠
youqing	幽情
youquan	幼犬
yourongxing	油溶性
yousha	诱杀
youshangfang	右上方
youshangjiao	右上角
youshengdao	右声道
yousu	油酥
yousuoweiyousuobuwei	有所为有所不为
youta	犹他
youtai	犹太
youtaijiao	犹太教
youtilei	有蹄类
youwen	油温
youxiafang	右下方
youxiajiao	右下角
youxiangtu	有向图
youxianquan	优先权
youxibi	游戏币
youxinfang	右心房
youxing	油性
youxinshi	右心室
youxiting	游戏厅
youxiujiang	优秀奖
youxiusheng	优秀生
youxiwang	游戏王
youxuan	右旋
youya	油压
youyan	右眼
youyanbushitaishan	有眼不识泰山
youyang	有氧
youyi	右移
youyi	游医
youyinji	油印机
youyonggong	有用功
youyongku	游泳裤
youyongmao	游泳帽
youyu	囿于
youyu	幼鱼
youyuanren	有缘人
youyuegan	优越感
youyugan	鱿鱼干
youyusi	鱿鱼丝
youzai	悠哉
youzhaguo	油炸锅
youzhe	有辙
youzhedian	悠着点
youzhi	釉质
youzhibuzainiangao	有志不在年高
youzhisan	油纸伞
youzi	油渍
youziyin	游子吟
yuanban	原版
yuanchang	原厂
yuanchonghuan	袁崇焕
yuandai	元代
yuandatou	袁大头
yuandedian	远地点
yuandeng	圆凳
yuandong	远东
yuandongguojijunshifating	远东国际军事法庭
yuanfang	院方
yuanfei	远非
yuanfu	怨妇
yuangaoxi	原告席
yuangudai	元古代
yuanhai	远海
yuanhao	圆号
yuanhongwai	远红外
yuanhua	原画
yuanhua	原话
yuanhuhu	圆乎乎
yuanji	源极
yuanjian	援建
yuanjiang	援疆
yuanjiaozhi	原教旨
yuanjiaozhizhuyi	原教旨主义
yuanju	圆锯
yuanlian	圆脸
yuanliaoyao	原料药
yuanlingshan	圆领衫
yuanlitu	原理图
yuanmei	袁枚
yuanmingyuan	圆明园
yuanmo	元末
yuanmouren	元谋人
yuanmu	圆木
yuanpan	原判
yuanpian	原片
yuanqinghua	元青花
yuanqu	元曲
yuanshanshan	袁姗姗
yuanshao	袁绍
yuanshi	元史
yuanshigu	原始股
yuanshiyan	远视眼
yuantie	原帖
yuantouzhu	鼋头渚
yuanwenjian	源文件
yuanxi	院系
yuanxinjiao	圆心角
yuanye	原液
yuanyishi	园艺师
yuanyixue	园艺学
yuanyuande	圆圆的
yuanyue	元月
yuanzaju	元杂剧
yuanzang	援藏
yuanzhi	原职
yuanzhoujiao	圆周角
yuanzhuanghuo	原装货
yuanzi	园子
yuanzihua	原子化
yuanzituan	原子团
yubaoyuan	预报员
yubi	玉璧
yubi	育碧
yubujingrensibuxiu	语不惊人死不休
yuchen	宇称
yuchengqing	庾澄庆
yuchu	育雏
yucun	渔村
yucun	预存
yudai	玉带
yudai	雨带
yudiao	玉雕
yudu	余毒
yuebai	月白
yuebuqun	岳不群
yuedanhexian	约旦河西岸
yuedanren	约旦人
yuedong	粤东
yuedong	跃动
yuedushu	阅读数
yuefan	约饭
yuefangyan	粤方言
yuefei	岳飞
yuefumu	岳父母
yuefushi	乐府诗
yuegangao	粤港澳
yuegong	越共
yueguangqu	月光曲
yuehan	约翰
yuehanhuopujinsi	约翰霍普金斯
yuejiancao	月见草
yuejihua	月季花
yuejingqi	月经期
yueju	粤剧
yueju	越剧
yuejun	月均
yueke	约克
yuekejun	约克郡
yuekexia	约克夏
yuelu	岳麓
yuelushan	岳麓山
yuemo	约摸
yuenandun	越南盾
yuenangongchandang	越南共产党
yuenanminzhugongheguo	越南民主共和国
yuenanren	越南人
yuenanyu	越南语
yuepujia	乐谱架
yuequ	粤曲
yuer	鱼儿
yueshuya	约书亚
yuexi	粤西
yuexian	越线
yueyang	越洋
yueyaquan	月牙泉
yueyesai	越野赛
yueyu	粤语
yuezhan	越战
yufanzi	鱼贩子
yufaxue	语法学
yufeimen	与非门
yufufei	预付费
yufukuan	预付款
yufumao	渔夫帽
yuge	渔歌
yugong	愚公
yuguangqu	渔光曲
yuguangzhong	余光中
yuguo	雨果
yuguzu	裕固族
yuhaizhe	遇害者
yuhuashi	雨花石
yuhuashi	鱼化石
yuhuayuan	御花园
yuji	虞姬
yuji	郁积
yujia	渔家
yujiaao	渔家傲
yujianxing	预见性
yujiao	预缴
yujiao	鱼胶
yujiaofen	鱼胶粉
yuju	豫剧
yukesheng	预科生
yukuan	余款
yulan	玉兰
yulanban	预览版
yulanyou	玉兰油
yulecheng	娱乐城
yulepian	娱乐片
yuliangji	雨量计
yulin	榆林
yulinshi	榆林市
yulou	鱼篓
yumai	余脉
yumai	预埋
yumeiren	虞美人
yumenguan	玉门关
yumihu	玉米糊
yumixin	玉米芯
yumixu	玉米须
yumizhou	玉米粥
yunchenchen	晕沉沉
yuncheng	运城
yuncheyao	晕车药
yundongbing	晕动病
yundongku	运动裤
yundongshenjingyuan	运动神经元
yundongyi	运动衣
yundongzhuang	运动装
yunfu	云浮
yunhangtu	运行图
yunhuo	运货
yuni	芋泥
yunjin	云锦
yunliang	云量
yunlvxue	韵律学
yunnan	云南
yunnanrenminchubanshe	云南人民出版社
yunping	熨平
yunshudui	运输队
yunshuji	运输机
yunsuanfu	运算符
yunsuanqi	运算器
yuntie	陨铁
yuntu	云图
yuntuan	云团
yuntunmian	云吞面
yunwanqi	孕晚期
yunweier	韵味儿
yunxia	云霞
yunxie	晕血
yunxingku	运行库
yunzaoqi	孕早期
yupeng	雨篷
yuqian	榆钱
yuqiongqianlimu	欲穷千里目
yuqiuyu	余秋雨
yuren	裕仁
yurenjie	愚人节
yurongbei	羽绒被
yurongyi	羽绒衣
yuruyi	玉如意
yusai	鱼鳃
yushan	御膳
yushan	羽扇
yushi	鱼食
yushigui	浴室柜
yushou	预收
yusiliao	鱼饲料
yusu	语速
yutang	鱼汤
yutie	熨帖
yuwei	余威
yuwen	宇文
yuwenke	语文课
yuwenxue	语文学
yuwu	雨雾
yuxi	玉溪
yuxi	玉玺
yuxi	豫西
yuxia	鱼虾
yuxing	鱼腥
yuxue	淤血
yuxue	雨雪
yuyan	鱼眼
yuyemei	榆叶梅
yuyou	狱友
yuyouren	于右任
yuyuan	豫园
yuyueshi	娱乐室
yuzan	玉簪
yuzheng	渔政
yuzhi	预置
yuzhiban	预制板
yuzhou	渔舟
yuzhuo	玉镯
yuzhuozi	玉镯子
yuzi	鱼籽
yuzuo	御座
zaban	咋办
zafanwan	砸饭碗
zahuopu	杂货铺
zaian	在岸
zaijiejing	再结晶
zailiuzi	载流子
zaiman	载满
zaishengjie	宰牲节
zaishengzhi	再生纸
zaitaofan	在逃犯
zaitiexian	再贴现
zaixiaosheng	在校生
zaiya	在押
zaiyafan	在押犯
zaiyang	栽秧
zajiaodao	杂交稻
zajituan	杂技团
zajun	杂菌
zamu	杂木
zanbiyagongheguo	赞比亚共和国
zancun	暂存
zangdongxi	脏东西
zange	赞歌
zanghuhu	脏乎乎
zangkejia	臧克家
zanglan	藏蓝
zangli	藏历
zangqing	藏青
zangxi	藏戏
zangyao	藏药
zanji	攒机
zankou	暂扣
zanong	咋弄
zanpei	赞佩
zanshixing	暂时性
zanzhu	暂住
zanzhufei	赞助费
zanzi	簪子
zaobanche	早班车
zaocanhui	早餐会
zaochao	早朝
zaochuanye	造船业
zaodaotian	早稻田
zaodaotiandaxue	早稻田大学
zaodu	早读
zaogao	枣糕
zaohe	枣核
zaohong	枣红
zaohua	皂化
zaojian	早间
zaojiaoji	早教机
zaojiashi	造价师
zaojiayuan	造价员
zaojie	遭劫
zaojing	藻井
zaojing	造景
zaojun	灶君
zaokai	凿开
zaoshen	灶神
zaotangzi	澡堂子
zaowangye	灶王爷
zaowuzhe	造物者
zaowuzhu	造物主
zaoxi	遭袭
zaoying	造影
zaoyu	早于
zaozheng	躁症
zaozhuang	枣庄
zapaihuo	杂牌货
zapaizi	砸牌子
zawujian	杂物间
zengchangji	增长极
zengchanglv	增长率
zengfa	增发
zengfei	增肥
zenggaoxie	增高鞋
zenghanshu	增函数
zenghui	增辉
zengjian	增建
zengqiangban	增强版
zengyabeng	增压泵
zengyan	赠言
zengyangji	增氧机
zengyaqi	增压器
zengyu	赠与
zengzhangdian	增长点
zengzhong	增重
zenmezhe	怎么着
zeouguan	择偶观
zerenqu	责任区
zerenshu	责任书
zerentian	责任田
zexiao	择校
zexiaofei	择校费
zeye	择业
zhabayan	眨巴眼
zhacan	柞蚕
zhachuan	炸串
zhada	渣打
zhadao	闸刀
zhaibian	摘编
zhaicai	摘菜
zhaigui	窄轨
zhaijia	宅家
zhaijidi	宅基地
zhaijisong	宅急送
zhaishi	债市
zhaixialai	摘下来
zhaiyue	斋月
zhaizhu	寨主
zhaizi	寨子
zhaizi	摘自
zhajiang	炸酱
zhamao	炸毛
zhanbaiguo	战败国
zhanban	展板
zhanbianer	沾边儿
zhanbushi	占卜师
zhanbuzhu	站不住
zhanchou	粘稠
zhanchoudu	粘稠度
zhandao	战刀
zhandezhu	站得住
zhandoufu	战斗服
zhandouyuan	战斗员
zhandui	战队
zhanfu	粘附
zhangbang	张榜
zhangbiao	长膘
zhangbolun	张伯伦
zhangdiefu	涨跌幅
zhangduoren	掌舵人
zhangfa	掌法
zhangfa	章法
zhangfei	张飞
zhanggugu	胀鼓鼓
zhangguoli	张国立
zhangguorong	张国荣
zhangguotao	张国焘
zhanghan	张翰
zhanghe	张郃
zhangheng	张衡
zhanghenshui	张恨水
zhanghuiti	章回体
zhangjiagang	张家港
zhangjiajie	张家界
zhangjie	张杰
zhangjingying	张靓颖
zhangjiuling	张九龄
zhanglan	张澜
zhanglaopai	长老派
zhangliangji	张量积
zhangliangying	张靓颖
zhangmanyu	张曼玉
zhangmu	樟木
zhangnaoyou	樟脑油
zhangqi	瘴气
zhangqi	胀气
zhangqian	张骞
zhangruoxu	张若虚
zhangsanfeng	张三丰
zhangshang	掌上
zhangshaohan	张韶涵
zhangtailei	张太雷
zhangtong	胀痛
zhangu	战鼓
zhangua	占卦
zhanguo	战国
zhanguo	战果
zhanguoce	战国策
zhangwen	掌纹
zhangwentian	张闻天
zhangwu	账务
zhangwuji	张无忌
zhangxi	长媳
zhangxianzhong	张献忠
zhangxiaolong	张小龙
zhangxiaoxian	张小娴
zhangxin	涨薪
zhangxueliang	张学良
zhangyi	张仪
zhangyining	张怡宁
zhangzeduan	张择端
zhangzhidong	张之洞
zhangzhizhong	张治中
zhangzhongjing	张仲景
zhangzi	獐子
zhangzisong	樟子松
zhangziyi	章子怡
zhangzuolin	张作霖
zhanhe	粘合
zhanheji	粘合剂
zhanhu	粘糊
zhanhuhu	粘糊糊
zhanjia	展架
zhanjiang	战将
zhanjiang	湛江
zhanjie	粘结
zhanjieji	粘结剂
zhankeng	占坑
zhankongbi	占空比
zhanlang	战狼
zhanlanpin	展览品
zhanli	战例
zhanli	颤栗
zhanliao	蘸料
zhanlijue	斩立决
zhanmao	毡帽
zhanpiao	站票
zhanping	战平
zhanqian	战前
zhanqu	展区
zhanshang	展商
zhanshen	战神
zhanshengguo	战胜国
zhanshigui	展示柜
zhanshitai	展示台
zhanshiting	展示厅
zhanshou	沾手
zhanshuibi	蘸水笔
zhantaipiao	站台票
zhantianyou	詹天佑
zhanv	渣女
zhanwei	占位
zhanwei	站位
zhanwuyuan	站务员
zhanxing	展性
zhanyi	战意
zhanyonglv	占用率
zhanyouliang	占有量
zhanyoulv	占有率
zhanyouquan	占有权
zhanyouyu	占有欲
zhanzhengpian	战争片
zhanzhi	粘滞
zhanzhujiao	站住脚
zhanzuo	占座
zhaobenshan	赵本山
zhaobite	兆比特
zhaocha	找碴
zhaochaer	找茬儿
zhaodaifei	招待费
zhaofeiyan	赵飞燕
zhaofu	照拂
zhaogao	昭告
zhaoguo	赵国
zhaohang	招行
zhaohe	昭和
zhaohei	招黑
zhaohezi	兆赫兹
zhaohuanshi	召唤师
zhaohui	朝晖
zhaojinlai	照进来
zhaojun	昭君
zhaokuangyin	赵匡胤
zhaolingchu	招领处
zhaolirong	赵丽蓉
zhaolishuo	照理说
zhaomingdeng	照明灯
zhaonve	找虐
zhaoqing	肇庆
zhaorixinwenshe	朝日新闻社
zhaoshengban	招生办
zhaoshengzhe	朝圣者
zhaotong	昭通
zhaowa	爪哇
zhaowei	赵薇
zhaoxia	朝霞
zhaoxiangzhi	照相纸
zhaoyangshi	朝阳市
zhaoyiman	赵一曼
zhaoyuanren	赵元任
zhaozhang	昭彰
zhaozhouqiao	赵州桥
zhaozilong	赵子龙
zhapianfan	诈骗犯
zharan	乍然
zharan	扎染
zhashou	扎手
